film.id,unique.id,sample.year,fest,fest.sect,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
idfnew920,idfnew920,2014,IDFA,IDFA Competition for Student Documentary,tt3752540,sleepers' beat,2014.0,16.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,Anastasia Kirillova,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2014,0.0
idfnew921,idfnew921,2014,IDFA,Panorama,tt3242934,slingshot,2014.0,93.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Paul Lazarus,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew922,idfnew922,2014,IDFA,Panorama,tt2731818,sluizer speaks,2016.0,89.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Dennis Alink,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew923,idfnew923,2014,IDFA,Kids & Docs,tt3798482,solitary plains,2014.0,9.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,J. Christian Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Kids & Docs,2014,0.0
idfnew924,idfnew924,2014,IDFA,IDFA Competition for Student Documentary,,the solitude of memory,2014.0,20.0,40 min. or shorter,Mexico,United States,,,,,,0,0,0,1,0,1,0,Juan Pablo González,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2014,0.0
idfnew925,idfnew925,2014,IDFA,IDFA Competition for Dutch Documentary,,solo - out of a dream,2014.0,90.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Jos de Putter,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2014,0.0
idfnew926,idfnew926,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt3273284,somboon,2014.0,80.0,41 min. or longer,Thailand,,,,,,,0,0,1,0,0,0,0,Krisda Tipchaimeta,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew928,idfnew928,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt4188338,something better to come,2014.0,110.0,41 min. or longer,Denmark,Poland,,,,,,0,0,0,0,1,0,0,Hanna Polak,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
frnew617,idfnew929,2014,FRAMELINE,,tt3486134,songs for alexis,2014.0,75.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,Elvira Lind,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,,2014,0.0
idfnew929,idfnew929,2014,IDFA,Panorama,tt3486134,songs for alexis,2014.0,75.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,Elvira Lind,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,,2014,0.0
idfnew93,idfnew93,2011,IDFA,Masters,,the fabric of home,2011.0,94.0,41 min. or longer,Austria,,,,,,,0,0,0,0,1,0,0,Othmar Schmiderer,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Masters,2011,0.0
idfnew930,idfnew930,2014,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,tt4077150,the sophisticated neanderthal interview,2014.0,22.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,Nathaniel Mellors,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2014,0.0
idfnew931,idfnew931,2014,IDFA,The Female Gaze,tt1805412,sound it out,2011.0,75.0,41 min. or longer,United Kingdom,,,,,,,0,0,0,0,1,0,0,Jeanie Finlay,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew932,idfnew932,2014,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,,spell,2012.0,6.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Ansuya Blom,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2014,0.0
idfnew933,idfnew933,2014,IDFA,IDFA Competition for Dutch Documentary,tt4523344,stand by your president,2014.0,92.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Ineke Smits,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Dutch Documentary,2014,0.0
idfnew934,idfnew934,2014,IDFA,Panorama,tt4215340,starting point,2014.0,26.0,40 min. or shorter,Poland,,,,,,,0,0,0,0,1,0,0,Michal Szczesniak,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew935,idfnew935,2014,IDFA,The Female Gaze,tt0256408,startup.com,2001.0,103.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Chris Hegedus,Jehane Noujaim,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew936,idfnew936,2014,IDFA,Best of Fests,tt3893456,the state-mafia pact,2014.0,104.0,41 min. or longer,Italy,,,,,,,0,0,0,0,1,0,0,Sabina Guzzanti,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew937,idfnew937,2014,IDFA,IDFA Competition for Mid-Length Documentary,tt4648216,stealing socialism,2014.0,53.0,41 min. or longer,Estonia,,,,,,,0,0,0,0,1,0,0,Manfred Vainokivi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2014,0.0
idfnew938,idfnew938,2014,IDFA,Best of Fests,tt4365450,storm in the andes,2014.0,100.0,41 min. or longer,Sweden,Peru,,,,,,0,0,0,0,1,1,0,Mikael Wiström,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew939,idfnew939,2014,IDFA,IDFA Competition for Mid-Length Documentary,tt4119980,the storm makers,2014.0,60.0,41 min. or longer,Cambodia,France,,,,,,0,0,1,0,1,0,0,Guillaume Suon,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2014,0.0
idfnew94,idfnew94,2011,IDFA,Top 10,tt0106855,fallen champ: the untold story of mike tyson,1993.0,93.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Barbara Kopple,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Top 10,2011,1.0
idfnew940,idfnew940,2014,IDFA,Paradocs: Curated by Aernout Mik,,story of night,1979.0,63.0,41 min. or longer,Switzerland,Germany,,,,,,0,0,0,0,1,0,0,Clemens Klopfenstein,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Curated by Aernout Mik,2014,1.0
idfnew941,idfnew941,2014,IDFA,DocLab: Immersive Reality,tt8860406,strangers with patrick watson,2014.0,5.0,40 min. or shorter,Canada,,,,,,,0,0,0,1,0,0,0,Félix Lajeunesse,Paul Raphaël,Chris Lavis,Maciek Szczerbowski,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,DocLab: Immersive Reality,2014,0.0
idfnew942,idfnew942,2014,IDFA,DocLab: Immersive Reality,,streaming nation,2014.0,30.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,Alexey Layfurov,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,DocLab: Immersive Reality,2014,0.0
idfnew943,idfnew943,2014,IDFA,Paradocs,tt3774850,substanz,2015.0,15.0,40 min. or shorter,Germany,,,,,,,0,0,0,0,1,0,0,Sebastian Mez,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs,2014,0.0
idfnew944,idfnew944,2014,IDFA,The Female Gaze,tt0108292,tanjuska and the 7 devils,1993.0,80.0,41 min. or longer,Finland,Sweden,,,,,,0,0,0,0,1,0,0,Pirjo Honkasalo,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew945,idfnew945,2014,IDFA,IDFA Competition for First Appearance,,tea time,2014.0,70.0,41 min. or longer,Chile,,,,,,,0,0,0,0,0,1,0,Maite Alberdi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2014,0.0
idfnew946,idfnew946,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt3892434,that sugar film,2014.0,100.0,41 min. or longer,United Kingdom,Australia,,,,,,0,0,0,0,1,0,1,Damon Gameau,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew947,idfnew947,2014,IDFA,Paradocs,,the breath,2014.0,11.0,40 min. or shorter,Switzerland,,,,,,,0,0,0,0,1,0,0,Fabian Kaiser,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs,2014,0.0
idfnew948,idfnew948,2014,IDFA,The Female Gaze,tt2733234,the bridge,2004.0,75.0,41 min. or longer,Romania,,,,,,,0,0,0,0,1,0,0,Ileana Stanculescu,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew949,idfnew949,2014,IDFA,Best of Fests,,the term,2014.0,83.0,41 min. or longer,Russia,Estonia,,,,,,0,0,0,0,1,0,0,Aleksei Pivovarov,Alexander Rastorguev,Pavel Kostomarov,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew95,idfnew95,2011,IDFA,Best of Fests,tt1787693,family portrait in black and white,2011.0,99.0,41 min. or longer,Canada,,,,,,,0,0,0,1,0,0,0,Julia Ivanova,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2011,0.0
idfnew950,idfnew950,2014,IDFA,Music Documentary,tt2999566,this lovely shitty life,2014.0,86.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Doris Dörrie,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2014,0.0
idfnew951,idfnew951,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt4528606,those who said no,2014.0,90.0,41 min. or longer,Sweden,Germany,,,,,,0,0,0,0,1,0,0,Nima Sarvestani,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew953,idfnew953,2014,IDFA,Top 10,tt0389448,tie xi qu: west of the tracks,2002.0,554.0,41 min. or longer,China,,,,,,,0,0,1,0,0,0,0,Wang Bing,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Top 10,2014,1.0
idfnew954,idfnew954,2014,IDFA,The Female Gaze,tt1825758,the tiniest place,2011.0,100.0,41 min. or longer,Mexico,,,,,,,0,0,0,0,0,1,0,Tatiana Huezo,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
frnew627,idfnew955,2014,FRAMELINE,,tt2174896,to be takei,2014.0,90.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Jennifer Kroot,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,,2014,0.0
idfnew955,idfnew955,2014,IDFA,Best of Fests,tt2174896,to be takei,2014.0,90.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Jennifer Kroot,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,LGBT*Q films,1,0,0,other documentary,FRAMELINE,,2014,0.0
idfnew956,idfnew956,2014,IDFA,The Female Gaze,tt0436836,toots,2006.0,85.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Kristi Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew957,idfnew957,2014,IDFA,Top 10,tt0054388,toss me a dime,1958.0,33.0,40 min. or shorter,Argentina,,,,,,,0,0,0,0,0,1,0,Fernando Birri,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Top 10,2014,1.0
idfnew958,idfnew958,2014,IDFA,Panorama,tt4151956,tristia - a black sea odyssey,2014.0,98.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Stanislaw Mucha,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew959,idfnew959,2014,IDFA,Panorama,tt3639906,the trouble with ray,2014.0,23.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,Travis Johns,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew960,idfnew960,2014,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,,true finn,2014.0,50.0,41 min. or longer,Finland,,,,,,,0,0,0,0,1,0,0,Yael Bartana,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2014,0.0
idfnew961,idfnew961,2014,IDFA,Panorama,tt5130504,ulrich seidl - a director at work,2014.0,52.0,41 min. or longer,Austria,Germany,Switzerland,,,,,0,0,0,0,1,0,0,Constantin Wulff,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew963,idfnew963,2014,IDFA,Best of Fests,tt2966934,under the electric sky,2014.0,89.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Dan Cutforth,Jane Lipsitz,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew964,idfnew964,2014,IDFA,Kids & Docs,,under the stars i felt at home,2014.0,20.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Anneloor van Heemstra,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Kids & Docs,2014,0.0
idfnew965,idfnew965,2014,IDFA,Retrospective: Heddy Honigmann,tt0138677,the underground orchestra,1997.0,108.0,41 min. or longer,Netherlands,France,,,,,,0,0,0,0,1,0,0,Heddy Honigmann,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,1,0,other documentary,IDFA,Retrospective: Heddy Honigmann,2014,1.0
idfnew966,idfnew966,2014,IDFA,Best of Fests,tt2836454,unearthed,2014.0,93.0,41 min. or longer,South Africa,United States,Canada,,,,,0,1,0,1,0,0,0,Jolynn Minnaar,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew967,idfnew967,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt4667138,"uyghurs, prisoners of the absurd",2014.0,98.0,41 min. or longer,Canada,,,,,,,0,0,0,1,0,0,0,Patricio Henriquez,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew968,idfnew968,2014,IDFA,IDFA Competition for Mid-Length Documentary,,vast,2014.0,60.0,41 min. or longer,Argentina,,,,,,,0,0,0,0,0,1,0,Christian Delgado,Nicolás Testoni,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2014,0.0
idfnew969,idfnew969,2014,IDFA,Paradocs: Curated by Aernout Mik,tt0108489,videograms of a revolution,1992.0,106.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Harun Farocki,Andrei Ujica,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs: Curated by Aernout Mik,2014,1.0
idfnew97,idfnew97,2011,IDFA,Best of Fests,tt1703232,fightville,2011.0,85.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Petra Epperlein,Michael Tucker,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2011,0.0
idfnew970,idfnew970,2014,IDFA,Best of Fests,tt3455224,virunga,2014.0,104.0,41 min. or longer,United Kingdom,,,,,,,0,0,0,0,1,0,0,Orlando von Einsiedel,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew972,idfnew972,2014,IDFA,The Female Gaze,tt3257648,waiting for august,2014.0,90.0,41 min. or longer,Belgium,,,,,,,0,0,0,0,1,0,0,Teodora Ana Mihai,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,0.0
idfnew973,idfnew973,2014,IDFA,IDFA Competition for First Appearance,tt2444676,war of lies,2014.0,89.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Matthias Bittner,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for First Appearance,2014,0.0
idfnew974,idfnew974,2014,IDFA,IDFA Competition for Mid-Length Documentary,tt4336190,warriors from the north,2014.0,59.0,41 min. or longer,Denmark,Somalia,,,,,,0,0,0,0,1,0,0,Søren Steen Jespersen,Nasib Farah,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Mid-Length Documentary,2014,0.0
idfnew975,idfnew975,2014,IDFA,Panorama,tt3798060,the water and the wall,2014.0,25.0,40 min. or shorter,Switzerland,,,,,,,0,0,0,0,1,0,0,Alice Fargier,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew976,idfnew976,2014,IDFA,IDFA Junior,,we are boys,2009.0,17.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Tomas Kaan,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,IDFA Junior,2014,1.0
idfnew977,idfnew977,2014,IDFA,The Female Gaze,tt1837004,we are half of iran's population,2009.0,47.0,41 min. or longer,Iran,,,,,,,1,0,0,0,0,0,0,Rakshan Bani-Eternad,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew978,idfnew978,2014,IDFA,Best of Fests,tt3455850,we are the giant,2014.0,93.0,41 min. or longer,United States,United Kingdom,,,,,,0,0,0,1,1,0,0,Greg Barker,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2014,0.0
idfnew979,idfnew979,2014,IDFA,Music Documentary,tt3538328,we are twisted fucking sister!,2014.0,137.0,41 min. or longer,Germany,United States,,,,,,0,0,0,1,1,0,0,Andrew Horn,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2014,0.0
idfnew98,idfnew98,2011,IDFA,IDFA Competition for Feature-Length Documentary,tt1623727,five star existence,2011.0,91.0,41 min. or longer,Finland,Sweden,,,,,,0,0,0,0,1,0,0,Sonja Lindén,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2011,0.0
idfnew980,idfnew980,2014,IDFA,Panorama,,we are 18,2014.0,55.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Tomas Kaan,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew982,idfnew982,2014,IDFA,Panorama,tt4374482,we were rebels,2014.0,93.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Katharina von Schroeder,Florian Schewe,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Panorama,2014,0.0
idfnew983,idfnew983,2014,IDFA,IDFA Competition for Student Documentary,tt4418300,a wee night in,2014.0,11.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,Stuart Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Student Documentary,2014,0.0
idfnew984,idfnew984,2014,IDFA,Music Documentary,tt4241680,who the fuck is jett rebel,2014.0,57.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Linda Hakeboom,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Music Documentary,2014,0.0
idfnew985,idfnew985,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt4518416,wind on the moon,2014.0,100.0,41 min. or longer,South Korea,,,,,,,0,0,1,0,0,0,0,Seung-Jun Yi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew986,idfnew986,2014,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,,the wishing well,2012.0,3.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Sylvie Zijlmans,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Paradocs: Amsterdam Art Weekend at IDFA,2014,0.0
idfnew987,idfnew987,2014,IDFA,Music Documentary,tt4285780,wolflady,2014.0,67.0,41 min. or longer,Netherlands,,,,,,,0,0,0,0,1,0,0,Daan Willekens,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Music Documentary,2014,0.0
idfnew988,idfnew988,2014,IDFA,Top 10,,work in progress,2001.0,125.0,41 min. or longer,Spain,,,,,,,0,0,0,0,1,0,0,José Luis Guerin,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Top 10,2014,1.0
idfnew989,idfnew989,2014,IDFA,DocLab: Immersive Reality,tt3540604,zero point,2014.0,15.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,Danfung Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,DocLab: Immersive Reality,2014,0.0
idfnew99,idfnew99,2011,IDFA,Best of Fests,tt1733436,fordson,2011.0,92.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Rashid Ghazi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Best of Fests,2011,0.0
idfnew990,idfnew990,2014,IDFA,The Female Gaze,tt1548865,12th & delaware,2010.0,87.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Rachel Grady,Heidi Ewing,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,The Female Gaze,2014,1.0
idfnew991,idfnew991,2014,IDFA,Of Media and Men,tt3478510,1971,2014.0,79.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,Johanna Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Of Media and Men,2014,0.0
idfnew992,idfnew992,2014,IDFA,Paradocs: Curated by Aernout Mik,tt0145597,"1974, une partie de campagne",1974.0,90.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,Raymond Depardon,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,IDFA,Paradocs: Curated by Aernout Mik,2014,1.0
idfnew993,idfnew993,2014,IDFA,IDFA Competition for Feature-Length Documentary,tt3711578,35 cows and a kalashnikov,2014.0,87.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,Oswald von Richthofen,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,1,other documentary,IDFA,IDFA Competition for Feature-Length Documentary,2014,0.0
idfnew994,idfnew994,2014,IDFA,Kids & Docs,,4 ever,2014.0,15.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,Reber Dosky,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,0,0,0,other documentary,IDFA,Kids & Docs,2014,0.0
