film.id,unique.id,sample.year,fest,fest.sect,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
f17201,f17201,2014,BERLINALE,Berlinale Shorts,tt3238156,the big house,2013.0,25.0,40 min. or shorter,Cuba,,,,,,,0,0,0,0,0,1,0,juliette touin,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Berlinale Shorts,2014,0.0
f17202,f17202,2014,BERLINALE,Forum,tt3512290,the honour keeper,2014.0,63.0,41 min. or longer,India,,,,,,,0,0,1,0,0,0,0,pushpendra singh,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17203,f17203,2014,BERLINALE,Forum,tt3476412,guidelines,2014.0,76.0,41 min. or longer,Canada,,,,,,,0,0,0,1,0,0,0,jean-francois caissy,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17204,f17204,2014,BERLINALE,Perspektive Deutsches Kino,tt2404914,lamento,2013.0,83.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,jons jonsson,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Perspektive Deutsches Kino,2014,0.0
f17205,f17205,2014,BERLINALE,Panorama,tt1702437,last hijack,2014.0,83.0,41 min. or longer,Netherlands,Germany,Ireland,Belgium,,,,0,0,0,0,1,0,0,tommy pallotta, femke wolting,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,other films,1,0,0,animation documentary,BERLINALE,Panorama,2014,0.0
f17206,f17206,2014,BERLINALE,Competition,tt1964860,the third side of the river,2014.0,92.0,41 min. or longer,Argentina,Germany,Netherlands,,,,,0,0,0,0,1,1,0,celina murga,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,1,other fiction,BERLINALE,Competition,2014,0.0
f17208,f17208,2014,BERLINALE,Competition,tt2258285,two men in town,2013.0,120.0,41 min. or longer,France,Algeria,United States,Belgium,,,,1,0,0,1,1,0,0,rachid bouchareb,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,1,other fiction,BERLINALE,Competition,2014,0.0
f17210,f17210,2014,BERLINALE,Forum,tt3477546,le beau danger,2014.0,100.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,rene frolke,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
tffnew1276,f17210,2014,TIFF,wl: feat,tt3477546,le beau danger,2014.0,100.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,rene frolke,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17211,f17211,2014,BERLINALE,Forum,tt3504542,the kidnapping of michel houellebecq,2014.0,92.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,guillaume nicloux,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17214,f17214,2014,BERLINALE,Forum,tt3081106,los angeles,2014.0,97.0,41 min. or longer,Mexico,Germany,,,,,,0,0,0,0,1,1,0,damian john harper,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17216,f17216,2014,BERLINALE,Generation,tt3400214,"wolfy, the incredible secret",2013.0,80.0,41 min. or longer,France,,,,,,,0,0,0,0,1,0,0,gregoire solotareff, eric omond,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17217,f17217,2014,BERLINALE,Panorama,tt2639344,love is strange,2014.0,98.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,ira sachs,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17220,f17220,2014,BERLINALE,Competition,tt3469960,macondo,2013.0,98.0,41 min. or longer,Austria,,,,,,,0,0,0,0,1,0,0,sudabeh mortezai,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,1,other fiction,BERLINALE,Competition,2014,0.0
f17223,f17223,2014,BERLINALE,Berlinale Shorts,tt3492590,marc jacobs,2013.0,17.0,40 min. or shorter,Netherlands,,,,,,,0,0,0,0,1,0,0,sam de jong,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17224,f17224,2014,BERLINALE,Panorama,,mario wirz,2014.0,15.0,40 min. or shorter,Germany,,,,,,,0,0,0,0,1,0,0,rosa von praunheim,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17225,f17225,2014,BERLINALE,Generation,tt3242986,the blue wave,2013.0,97.0,41 min. or longer,Turkey,Germany,Netherlands,Greece,,,,0,0,1,0,1,0,0,zeynep dadak, merve kayan,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17227,f17227,2014,BERLINALE,Generation,tt2658768,the contest,2013.0,100.0,41 min. or longer,Denmark,,,,,,,0,0,0,0,1,0,0,martin miehe-renard,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17228,f17228,2014,BERLINALE,Generation,tt2389456,a christmoose story,2013.0,85.0,41 min. or longer,Netherlands,Sweden,Belgium,,,,,0,0,0,0,1,0,0,lourens blok,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17229,f17229,2014,BERLINALE,Generation,tt3452126,mike,2014.0,7.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,petros silvestros,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17231,f17231,2014,BERLINALE,Generation,tt3509982,my friend lage,2013.0,12.0,40 min. or shorter,Sweden,Denmark,,,,,,0,0,0,0,1,0,0,eva lindstrom,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17233,f17233,2014,BERLINALE,Panorama,,that demon within,2014.0,112.0,41 min. or longer,China,,,,,,,0,0,1,0,0,0,0,dante lam,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17236,f17236,2014,BERLINALE,Generation,tt3511094,my own personal moose,2013.0,17.0,40 min. or shorter,Russia,,,,,,,0,0,0,0,1,0,0,leonid shmelkov,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17237,f17237,2014,BERLINALE,Forum,tt2950352,nagima,2013.0,80.0,41 min. or longer,Kazakhstan,,,,,,,0,0,1,0,0,0,0,zhanna issabayeva,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17238,f17238,2014,BERLINALE,Generation,tt3511030,dwarf giant,2013.0,12.0,40 min. or shorter,Switzerland,France,,,,,,0,0,0,0,1,0,0,fabienne giezendanner,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17240,f17240,2014,BERLINALE,Panorama,tt3524578,natural resistance,2014.0,83.0,41 min. or longer,Italy,France,,,,,,0,0,0,0,1,0,0,jonathan nossiter,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Panorama,2014,0.0
tffnew1331,f17240,2014,TIFF,doc,tt3524578,natural resistance,2014.0,83.0,41 min. or longer,Italy,France,,,,,,0,0,0,0,1,0,0,jonathan nossiter,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Panorama,2014,0.0
f17241,f17241,2014,BERLINALE,Perspektive Deutsches Kino,tt3447450,fog,2014.0,60.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,nicole vogele,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Perspektive Deutsches Kino,2014,0.0
f17243,f17243,2014,BERLINALE,Perspektive Deutsches Kino,tt3521744,unknown territory,2013.0,92.0,41 min. or longer,Switzerland,,,,,,,0,0,0,0,1,0,0,anna thommen,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Perspektive Deutsches Kino,2014,0.0
f17244,f17244,2014,BERLINALE,Berlinale Special,tt3455822,(work in progress),2014.0,80.0,41 min. or longer,United Kingdom,United States,Israel,,,,,1,0,0,1,1,0,0,andre singer,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Berlinale Special,2014,0.0
idfnew865,f17244,2014,IDFA,Panorama,tt3455822,(work in progress),2014.0,80.0,41 min. or longer,United Kingdom,United States,Israel,,,,,1,0,0,1,1,0,0,andre singer,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Berlinale Special,2014,0.0
f17245,f17245,2014,BERLINALE,Forum,tt3265218,non-fiction diary,2013.0,93.0,41 min. or longer,South Korea,,,,,,,0,0,1,0,0,0,0,jung yoon-suk,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17246,f17246,2014,BERLINALE,Forum,tt3514982,n - the madness of reason,2014.0,102.0,41 min. or longer,Belgium,Germany,Netherlands,,,,,0,0,0,0,1,0,0,peter kruger,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17248,f17248,2014,BERLINALE,Competition,,nymphomaniac volume i (long version),2013.0,145.0,41 min. or longer,Denmark,Germany,France,Belgium,Sweden,,,0,0,0,0,1,0,0,lars von trier,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,1,other fiction,BERLINALE,Competition,2014,0.0
f17249,f17249,2014,BERLINALE,Generation,tt3509804,the word,2014.0,97.0,41 min. or longer,Poland,Denmark,,,,,,0,0,0,0,1,0,0,anna kazejak,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17250,f17250,2014,BERLINALE,Panorama,tt3422390,the man of the crowd,2013.0,95.0,41 min. or longer,Brazil,,,,,,,0,0,0,0,0,1,0,marcelo gomes, cao guimaraes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17251,f17251,2014,BERLINALE,Berlinale Shorts,tt3509746,om amira,2013.0,25.0,40 min. or shorter,Egypt,Germany,,,,,,1,0,0,0,1,0,0,naji ismail,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Berlinale Shorts,2014,0.0
f17252,f17252,2014,BERLINALE,Generation,tt2172085,broken hill blues,2013.0,80.0,41 min. or longer,Sweden,,,,,,,0,0,0,0,1,0,0,sofia norlin,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17253,f17253,2014,BERLINALE,Berlinale Shorts,,optical sound,2014.0,11.0,40 min. or shorter,Austria,,,,,,,0,0,0,0,1,0,0,elke groen, christian neubacher,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17255,f17255,2014,BERLINALE,Generation,tt3511104,out of this world,2014.0,10.0,40 min. or shorter,Sweden,,,,,,,0,0,0,0,1,0,0,viktor nordenskiold,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Generation,2014,0.0
f17257,f17257,2014,BERLINALE,Forum,tt3501058,the forest is like the mountains,2014.0,101.0,41 min. or longer,Romania,Germany,,,,,,0,0,0,0,1,0,0,christiane schmidt, didier guillain,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17258,f17258,2014,BERLINALE,Panorama,tt2355771,papilio buddha,2013.0,108.0,41 min. or longer,India,United States,,,,,,0,0,1,1,0,0,0,jayan cherian,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17259,f17259,2014,BERLINALE,Panorama,tt3502932,brides,2014.0,94.0,41 min. or longer,Georgia,France,,,,,,0,0,1,0,1,0,0,tinatin kajrishvili,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17260,f17260,2014,BERLINALE,Berlinale Shorts,tt3358498,person to person,2014.0,18.0,40 min. or shorter,United States,,,,,,,0,0,0,1,0,0,0,dustin guy defa,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17261,f17261,2014,BERLINALE,Forum Expanded,tt1824204,pierrot lunaire,2013.0,51.0,41 min. or longer,Germany,Canada,,,,,,0,0,0,1,1,0,0,bruce labruce,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
f17262,f17262,2014,BERLINALE,Generation,tt3170416,pigs,2013.0,8.0,40 min. or shorter,United States,Singapore,Malaysia,,,,,0,0,1,1,0,0,0,laura mohai,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17263,f17263,2014,BERLINALE,Forum Expanded,tt3967458,poetry for sale,2013.0,4.0,40 min. or shorter,Austria,,,,,,,0,0,0,0,1,0,0,friedl vom groller,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
tffnew1358,f17263,2014,TIFF,wl: short,tt3967458,poetry for sale,2013.0,4.0,40 min. or shorter,Austria,,,,,,,0,0,0,0,1,0,0,friedl vom groller,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
f17265,f17265,2014,BERLINALE,Forum,tt3517968,journey with prabhat,2014.0,89.0,41 min. or longer,India,,,,,,,0,0,1,0,0,0,0,jessica sadana, samarth dixit,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17266,f17266,2014,BERLINALE,Competition,tt2199543,praia do futuro,2013.0,106.0,41 min. or longer,Brazil,Germany,,,,,,0,0,0,0,1,1,0,karim ainouz,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,1,other fiction,BERLINALE,Competition,2014,0.0
frnew532,f17266,2014,FRAMELINE,,tt2199543,praia do futuro,2013.0,106.0,41 min. or longer,Brazil,Germany,,,,,,0,0,0,0,1,1,0,karim ainouz,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,1,other fiction,BERLINALE,Competition,2014,0.0
f17267,f17267,2014,BERLINALE,Generation,tt3498790,schoolyard,2013.0,10.0,40 min. or shorter,Greece,,,,,,,0,0,0,0,1,0,0,rinio dragasaki,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17269,f17269,2014,BERLINALE,Forum,tt3478868,joy of man's desiring,2014.0,70.0,41 min. or longer,Canada,,,,,,,0,0,0,1,0,0,0,denis cote,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17270,f17270,2014,BERLINALE,Panorama,tt3030986,quick change,2013.0,98.0,41 min. or longer,Philippines,,,,,,,0,0,1,0,0,0,0,eduardo roy, jr.,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
frnew602,f17270,2014,FRAMELINE,,tt3030986,quick change,2013.0,98.0,41 min. or longer,Philippines,,,,,,,0,0,1,0,0,0,0,eduardo roy, jr.,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17271,f17271,2014,BERLINALE,Berlinale Shorts,tt3484138,salad days,2014.0,10.0,40 min. or shorter,Belgium,France,,,,,,0,0,0,0,1,0,0,olias barco,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17273,f17273,2014,BERLINALE,Generation,tt3509998,freedom,2013.0,10.0,40 min. or shorter,India,,,,,,,0,0,1,0,0,0,0,gaurav saxena,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17274,f17274,2014,BERLINALE,Perspektive Deutsches Kino,tt3413360,spacemen,2014.0,42.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,georg nonnenmacher,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Perspektive Deutsches Kino,2014,0.0
f17275,f17275,2014,BERLINALE,Generation,tt2816822,rhizome,2013.0,6.0,40 min. or shorter,Japan,,,,,,,0,0,1,0,0,0,0,masahiro ohsuka,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,0,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17276,f17276,2014,BERLINALE,Panorama,tt3328762,cracks in concrete,2014.0,105.0,41 min. or longer,Austria,,,,,,,0,0,0,0,1,0,0,umut dag,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17278,f17278,2014,BERLINALE,Generation,tt3500848,little ruddy,2013.0,9.0,40 min. or shorter,Latvia,,,,,,,0,0,0,0,1,0,0,dace riduze,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
f17279,f17279,2014,BERLINALE,Forum Expanded,,schleifen,2013.0,6.0,40 min. or shorter,Germany,,,,,,,0,0,0,0,1,0,0,juliane henrich,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
f17280,f17280,2014,BERLINALE,Generation,tt3466030,seagulls,2014.0,14.0,40 min. or shorter,United Kingdom,,,,,,,0,0,0,0,1,0,0,martin smith,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17281,f17281,2014,BERLINALE,Generation,tt3511120,on stopping the rain,2013.0,14.0,40 min. or shorter,Indonesia,,,,,,,0,0,1,0,0,0,0,aditya ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17283,f17283,2014,BERLINALE,Forum,tt3130776,she's lost control,2014.0,90.0,41 min. or longer,United States,,,,,,,0,0,0,1,0,0,0,anja marquardt,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,LGBT*Q films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17284,f17284,2014,BERLINALE,Forum,tt3180640,10 minutes,2013.0,93.0,41 min. or longer,South Korea,,,,,,,0,0,1,0,0,0,0,lee yong-seung,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17285,f17285,2014,BERLINALE,Forum Expanded,tt7730460,shooting stars remind me of eavesdroppera,2013.0,5.0,40 min. or shorter,Egypt,,,,,,,1,0,0,0,0,0,0,maha maamoun,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
f17286,f17286,2014,BERLINALE,Berlinale Shorts,tt3509684,sky lines,2013.0,10.0,40 min. or shorter,Serbia,,,,,,,0,0,0,0,1,0,0,nadine poulain,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17287,f17287,2014,BERLINALE,Generation,tt3019440,snowblind,2013.0,15.0,40 min. or shorter,Australia,,,,,,,0,0,0,0,0,0,1,sean kruck,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17288,f17288,2014,BERLINALE,Generation,tt3509842,soliton,2013.0,14.0,40 min. or shorter,Japan,,,,,,,0,0,1,0,0,0,0,isamu hirabayashi,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17289,f17289,2014,BERLINALE,Berlinale Shorts,tt3492802,i can only show you the color,2014.0,26.0,40 min. or shorter,Peru,,,,,,,0,0,0,0,0,1,0,fernando vilchez rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Berlinale Shorts,2014,0.0
f17290,f17290,2014,BERLINALE,Generation,tt2977654,we are mari pepa,2013.0,95.0,41 min. or longer,Mexico,,,,,,,0,0,0,0,0,1,0,samuel kishi leopo,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17291,f17291,2014,BERLINALE,Generation,,son,2013.0,20.0,40 min. or shorter,Denmark,,,,,,,0,0,0,0,1,0,0,kristoffer kiorboe,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,0,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17292,f17292,2014,BERLINALE,Forum,tt3478898,souvenir,2014.0,81.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,andre siegers,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Forum,2014,0.0
f17294,f17294,2014,BERLINALE,Generation,tt3265096,sprout,2013.0,20.0,40 min. or shorter,South Korea,,,,,,,0,0,1,0,0,0,0,ga-eun yoon,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17296,f17296,2014,BERLINALE,Panorama,tt3348102,stereo,2014.0,95.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,maximilian erlenwein,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Panorama,2014,0.0
f17297,f17297,2014,BERLINALE,Forum Expanded,tt3539258,stone cloud,2014.0,30.0,40 min. or shorter,Thailand,,,,,,,0,0,1,0,0,0,0,jakrawal nilthamrong,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum Expanded,2014,0.0
f17298,f17298,2014,BERLINALE,Forum,tt3500792,at home,2014.0,103.0,41 min. or longer,Greece,Germany,,,,,,0,0,0,0,1,0,0,athanasios karanikolas,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Forum,2014,0.0
f17299,f17299,2014,BERLINALE,Generation,tt1730764,supernova,2013.0,108.0,41 min. or longer,Netherlands,Germany,Belgium,,,,,0,0,0,0,1,0,0,tamar van den dop,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,other films,1,0,0,other fiction,BERLINALE,Generation,2014,0.0
f17300,f17300,2014,BERLINALE,Berlinale Shorts,tt3203054,symphony no.42,2013.0,10.0,40 min. or shorter,Hungary,,,,,,,0,0,0,0,1,0,0,reka bucsi,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Berlinale Shorts,2014,0.0
I1501350,f17300,2015,CLERMONT-FERRAND,Labo,tt3203054,symphony no.42,2013.0,10.0,40 min. or shorter,Hungary,,,,,,,0,0,0,0,1,0,0,reka bucsi,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Berlinale Shorts,2014,0.0
f17301,f17301,2014,BERLINALE,Perspektive Deutsches Kino,tt3456552,scenario,2014.0,89.0,41 min. or longer,Germany,,,,,,,0,0,0,0,1,0,0,philip widmann, karsten krause,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,other films,1,0,0,other documentary,BERLINALE,Perspektive Deutsches Kino,2014,0.0
f17303,f17303,2014,BERLINALE,Generation,tt1671584,aunt hilda!,2013.0,89.0,41 min. or longer,France,Luxembourg,,,,,,0,0,0,0,1,0,0,jacques-remy girerd, benoit chieux,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,other films,1,0,0,animation fiction,BERLINALE,Generation,2014,0.0
