unique.id,imdb.id,title.mixed,prod.year,length.min,length,prod.country.1.en,prod.country.2.en,prod.country.3.en,prod.country.4.en,prod.country.5.en,prod.country.6.en,prod.country.7.en,regions.mena,regions.africa,regions.asia,regions.na,regions.eu,regions.la,regions.ocean,director.1,director.2,director.3,director.4,director.5,director.6,director.7,director.8,director.9,director.10,director.11,director.12,director.13,director.14,director.15,director.16,director.17,director.18,director.19,director.20,director.21,director.22,director.23,director.24,director.25,director.26,animt,doc,exp,fict,lgbtq,imdb.fest,retro.fest.sect,competition,genre,fest.first,fest.sect.first,sample.year.first,fest.show.delay.3year.and.more
tffnew100,tt1753865,giochi d'estate,2011,106,41 min. or longer,Italy,Switzerland,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,"Colla, Rolando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,discovery: 2011,2011,0
tffnew101,tt2044009,girimunho,2011,90,41 min. or longer,Brazil,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,"Marins Jr., Helvecio"," Campolina, Clarissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,visions: 2011,2011,0
tffnew102,tt1806911,girl model,2011,78,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Sabin, Ashley"," Redmon, David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,TIFF,real to reel: 2011,2011,0
tffnew103,tt1912398,god bless america,2011,105,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Goldsthwait, Bobcat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,midnight madness: 2011,2011,0
tffnew104,tt1978445,good boy,2011,6,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Cravit, Isaac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,canada first!: 2011,2011,0
tffnew105,tt1456635,goon,2011,92,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Dowse, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,special presentation: 2011,2011,0
tffnew107,tt1670646,habibi,2011,85,41 min. or longer,Israel,United States,Netherlands,United Arab Emirates,NA,NA,NA,1,0,0,1,1,0,0,"Youssef, Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,discovery: 2011,2011,0
tffnew108,tt1865387,ha-na-an,2011,85,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Ruslan Pak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,discovery: 2011,2011,0
tffnew109,tt0116488,hard core logo,1996,92,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"McDonald, Bruce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,canadian open vault: 2011,2011,1
tffnew11,tt1947951,a river in the woods,2011,12,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Sparkes, Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,short cuts canada: programme 4: 2011,2011,0
tffnew110,tt1625562,hard core logo ii,2010,85,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"McDonald, Bruce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,masters: 2011,2011,0
tffnew1108,tt3572736,( null ),2014,5,40 min. or shorter,Germany,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,David Gesslbauer,Michael Lange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sci,2014,0
tffnew1109,tt1649443,[rec]4 apocalypse,2014,95,41 min. or longer,Spain,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Jaume Balagueró,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,mm,2014,0
tffnew1110,tt3346824,1001 grams,2014,93,41 min. or longer,Germany,France,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Bent Hamer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,mast,2014,0
tffnew1111,tt3469462,130919 • a portrait of marina abramovic,2014,7,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Matthu Placek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,other films,1,0,0,other documentary,TIFF,sci,2014,0
tffnew1113,tt3775208,8 bullets,2014,13,40 min. or shorter,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Frank Ternier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,TIFF,sci,2014,0
tffnew1114,tt2891174,99 homes,2014,112,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Ramin Bahrani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1115,tt3667744,a ceremony for a friend,2014,14,40 min. or shorter,Iran,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,Kaveh Ebrahimpour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sci,2014,0
tffnew1116,NA,a delusion of grandeur,2014,14,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Vincent Biron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,scc,2014,0
tffnew1119,tt3697626,a hard day,2014,111,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Kim Seong-hun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,ctc,2014,0
tffnew112,tt1967512,heart of rhyme,2011,16,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Bowles, Cory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,short cuts canada: programme 5: 2011,2011,0
tffnew1120,tt2639254,a little chaos,2014,112,41 min. or longer,United Kingdom,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Alan Rickman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,gala - close,2014,0
tffnew1121,tt3812730,a midsummer night's dream,2014,144,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Julie Taymor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,mav,2014,0
tffnew1122,tt1883180,a pigeon sat on a branch reflecting on existence,2014,101,41 min. or longer,Norway,France,Germany,NA,NA,NA,NA,0,0,0,0,1,0,0,Roy Andersson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,mast,2014,0
tffnew1123,tt3305316,a second chance,2014,102,41 min. or longer,Denmark,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Susanne Bier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1124,tt3596028,a single body,2014,20,40 min. or shorter,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Sotiris Dounoukos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sci,2014,0
tffnew1125,tt3838700,a single life,2014,3,40 min. or shorter,Netherlands,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,"Job, Joris &amp", Marieke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,TIFF,sci,2014,0
tffnew1126,NA,a single word,2014,63,41 min. or longer,Qatar,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,Mariama Sylla,Khady Sylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,wl: feat,2014,0
tffnew1127,tt3760086,a spark at darkest night,2014,3,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Paul De Silva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,0,0,0,animation fiction,TIFF,sci,2014,0
tffnew1128,tt3742820,a tomb with a view,2014,6,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Ryan J. Noth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,other films,0,0,0,other documentary,TIFF,scc,2014,0
tffnew113,tt1720114,heleno,2011,116,41 min. or longer,Brazil,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,"Fonseca, José Henrique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,contemporary world cinema: 2011,2011,0
tffnew1130,tt3318750,adult beginners,2014,92,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Ross Katz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,disc,2014,0
tffnew1131,tt3963372,against landscape,2014,4,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Joshua Solondz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,wl: short,2014,0
tffnew1132,tt3543234,aire libre,2014,102,41 min. or longer,Argentina,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,Anahí Berneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,cwc,2014,0
tffnew1134,NA,alive,2014,166,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Park Jung-bum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,ctc,2014,0
tffnew1135,tt3218580,alleluia,2014,93,41 min. or longer,Belgium,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Fabrice Du Welz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,van,2014,0
tffnew1136,tt2923316,american heist,2014,94,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Sarik Andreasyan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1138,tt3768688,an apartment,2014,18,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Sarah Galea-Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,scc,2014,0
tffnew1139,tt2414040,an eye for beauty,2014,102,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Denys Arcand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew114,tt2043878,hello! shu xian sheng,2011,88,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Han Jie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,contemporary world cinema: 2011,2011,0
tffnew1140,tt3963294,an immortal man,2014,15,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Josh Koury,Myles Kane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sci,2014,0
tffnew1141,tt3947012,anna and the tower,2014,20,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Lynne Marsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,fp,2014,0
tffnew1142,NA,around is around,2014,7,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Norman McLaren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,scc,2014,0
tffnew1143,tt2196488,atlantic.,2014,94,41 min. or longer,Belgium,Germany,Morocco,NA,NA,NA,NA,1,0,0,0,1,0,0,Jan-Willem van Ewijk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,disc,2014,0
tffnew1144,tt2944198,backcountry,2014,92,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Adam MacDonald,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,disc,2014,0
tffnew1145,tt2655734,bang bang baby,2014,90,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Jeffrey St. Jules,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,disc,2014,0
tffnew1146,tt3904204,beats of the antonov,2014,68,41 min. or longer,South Africa,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,Hajooj Kuka,Hisham Haj Omar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,other films,1,0,0,other documentary,TIFF,doc,2014,0
tffnew1147,NA,beep,2014,NA,40 min. or shorter,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Kim Kyung-man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,wl: short,2014,0
tffnew1148,tt0443465,before we go,2014,95,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Chris Evans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1149,NA,behavior,2014,108,41 min. or longer,Cuba,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,Ernesto Daranas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,cwc,2014,0
tffnew115,tt1205558,hick,2011,99,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Martini, Derick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,special presentation: 2011,2011,0
tffnew1151,tt3125324,beyond the lights,2014,116,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Gina Prince-Bythewood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1152,tt2088003,big game,2014,110,41 min. or longer,Germany,United Kingdom,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Jalmari Helander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,mm,2014,0
tffnew1153,tt3213222,big muddy,2014,104,41 min. or longer,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Jefferson Moneo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,disc,2014,0
tffnew1155,tt3858776,bison,2014,12,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Kevan Funk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,scc,2014,0
tffnew1156,NA,black and white,2014,121,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Mike Binder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,gala - aft,2014,0
tffnew1157,tt3894190,black souls,2014,109,41 min. or longer,Italy,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Francesco Munzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,cwc,2014,0
tffnew116,tt1916683,hidden driveway,2011,6,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Goodman, Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,vanguard: 2011,2011,0
tffnew1160,tt3302706,boychoir,2014,103,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,François Girard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,gala,2014,0
tffnew1161,NA,breakup buddies,2014,116,41 min. or longer,China,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Ning Hao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,sp,2014,0
tffnew1162,tt3365778,breathe,2014,91,41 min. or longer,France,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,Mélanie Laurent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,LGBT*Q films,1,0,0,other fiction,TIFF,cwc,2014,0
tffnew1163,tt3719472,broken face,2014,17,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Alain Fournier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,1,0,0,animation fiction,TIFF,scc,2014,0
tffnew1164,tt3946110,brouillard - passage #14,2014,10,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Alexandre Larose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,wl: short,2014,0
tffnew1165,tt3463944,burnt grass,2014,12,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Ray Wong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,scc,2014,0
tffnew1166,tt3442006,cake,2014,102,41 min. or longer,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Daniel Barnz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,sp,2014,0
tffnew1167,tt4004662,canopy,2014,5,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Ken Jacobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,wl: short,2014,0
tffnew1168,tt3953834,cart,2014,110,41 min. or longer,South Korea,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Boo Ji-Young,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,ctc,2014,0
tffnew1169,NA,catalogue,2014,NA,40 min. or shorter,United States,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Dana Berman Duff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,wl: short,2014,0
tffnew117,tt1900893,himizu,2011,129,41 min. or longer,Japan,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,Sion Sono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,1,0,0,other fiction,TIFF,contemporary world cinema: 2011,2011,0
tffnew1170,tt3823338,chainreaction,2014,12,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Dana Gingras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,other films,0,0,0,animation fiction,TIFF,scc,2014,0
tffnew1171,tt3822768,chamber drama,2014,11,40 min. or shorter,Canada,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,Jeffrey Zablotny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,other films,0,0,0,other fiction,TIFF,scc,2014,0
